Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/TC_A_1_3,,,,2021-02-01 13:20:46,2021-02-01 13:21:48,"1m - 1,866s",PASSED
"callTestCase(findTestCase(""BeforeAssistenza""), [:], STOP_ON_FAILURE)",,,,2021-02-01 13:20:47,2021-02-01 13:20:56,"9,485s",PASSED
"click(findWindowsObject(""Object Repository/NomeCognomeAssistenza""))",,,,2021-02-01 13:20:56,2021-02-01 13:20:58,"1,513s",PASSED
"setText(findWindowsObject(""Object Repository/NomeCognomeAssistenzaText""), ""Franco Cirillo"")",,,,2021-02-01 13:20:58,2021-02-01 13:21:01,"3,234s",PASSED
"click(findWindowsObject(""Object Repository/IndirizzoAssistenza""))",,,,2021-02-01 13:21:01,2021-02-01 13:21:02,"1,109s",PASSED
"setText(findWindowsObject(""Object Repository/IndirizzoAssistenzaText""), ""Via Roma"")",,,,2021-02-01 13:21:02,2021-02-01 13:21:05,"2,821s",PASSED
"click(findWindowsObject(""TelefonoClienteAssistenza""))",,,,2021-02-01 13:21:05,2021-02-01 13:21:06,"1,126s",PASSED
"setText(findWindowsObject(""Object Repository/TelefonoClienteAssistenzaText""), ""3331234"")",,,,2021-02-01 13:21:06,2021-02-01 13:21:09,"2,829s",PASSED
"click(findWindowsObject(""Object Repository/AvantiAssistenza""))",,,,2021-02-01 13:21:09,2021-02-01 13:21:10,"1,131s",PASSED
"switchToWindowTitle(""Errore"")",,,,2021-02-01 13:21:10,2021-02-01 13:21:47,"37,327s",PASSED
"text = getText(findWindowsObject(""Object Repository/MessaggioErrore""))",,,,2021-02-01 13:21:47,2021-02-01 13:21:48,"0,664s",PASSED
"assert text == ""Inserire un numero di telefono valido""",,,,2021-02-01 13:21:48,2021-02-01 13:21:48,"0,001s",PASSED
closeApplication(),,,,2021-02-01 13:21:48,2021-02-01 13:21:48,"0,122s",PASSED
,,,,,,,
Test Cases/TC_A_1_4,,,,2021-02-01 13:21:48,2021-02-01 13:22:52,"1m - 3,800s",PASSED
"callTestCase(findTestCase(""BeforeAssistenza""), [:], STOP_ON_FAILURE)",,,,2021-02-01 13:21:48,2021-02-01 13:21:58,"9,450s",PASSED
"click(findWindowsObject(""Object Repository/NomeCognomeAssistenza""))",,,,2021-02-01 13:21:58,2021-02-01 13:21:59,"1,470s",PASSED
"setText(findWindowsObject(""Object Repository/NomeCognomeAssistenzaText""), ""Franco Cirillo"")",,,,2021-02-01 13:21:59,2021-02-01 13:22:03,"3,183s",PASSED
"click(findWindowsObject(""Object Repository/IndirizzoAssistenza""))",,,,2021-02-01 13:22:03,2021-02-01 13:22:04,"1,124s",PASSED
"setText(findWindowsObject(""Object Repository/IndirizzoAssistenzaText""), ""Via Roma"")",,,,2021-02-01 13:22:04,2021-02-01 13:22:07,"2,972s",PASSED
"click(findWindowsObject(""TelefonoClienteAssistenza""))",,,,2021-02-01 13:22:07,2021-02-01 13:22:08,"1,123s",PASSED
"setText(findWindowsObject(""Object Repository/TelefonoClienteAssistenzaText""), ""01234567ab"")",,,,2021-02-01 13:22:08,2021-02-01 13:22:11,"2,968s",PASSED
"click(findWindowsObject(""Object Repository/AvantiAssistenza""))",,,,2021-02-01 13:22:11,2021-02-01 13:22:12,"1,134s",PASSED
"switchToWindowTitle(""Errore"")",,,,2021-02-01 13:22:12,2021-02-01 13:22:51,"39,109s",PASSED
"text = getText(findWindowsObject(""Object Repository/MessaggioErrore""))",,,,2021-02-01 13:22:51,2021-02-01 13:22:52,"0,541s",PASSED
"assert text == ""Inserire un numero di telefono valido""",,,,2021-02-01 13:22:52,2021-02-01 13:22:52,"0,001s",PASSED
closeApplication(),,,,2021-02-01 13:22:52,2021-02-01 13:22:52,"0,144s",PASSED
,,,,,,,
Test Cases/TC_A_1_5,,,,2021-02-01 13:22:52,2021-02-01 13:23:58,"1m - 6,093s",PASSED
"callTestCase(findTestCase(""BeforeAssistenza""), [:], STOP_ON_FAILURE)",,,,2021-02-01 13:22:52,2021-02-01 13:23:02,"9,519s",PASSED
"click(findWindowsObject(""Object Repository/NomeCognomeAssistenza""))",,,,2021-02-01 13:23:02,2021-02-01 13:23:03,"1,560s",PASSED
"setText(findWindowsObject(""Object Repository/NomeCognomeAssistenzaText""), ""Franco Cirillo"")",,,,2021-02-01 13:23:03,2021-02-01 13:23:06,"3,190s",PASSED
"click(findWindowsObject(""Object Repository/IndirizzoAssistenza""))",,,,2021-02-01 13:23:06,2021-02-01 13:23:08,"1,099s",PASSED
"setText(findWindowsObject(""Object Repository/IndirizzoAssistenzaText""), ""Via Roma"")",,,,2021-02-01 13:23:08,2021-02-01 13:23:10,"2,890s",PASSED
"click(findWindowsObject(""TelefonoClienteAssistenza""))",,,,2021-02-01 13:23:10,2021-02-01 13:23:12,"1,092s",PASSED
"setText(findWindowsObject(""Object Repository/TelefonoClienteAssistenzaText""), ""0123456789"")",,,,2021-02-01 13:23:12,2021-02-01 13:23:15,"3,048s",PASSED
"click(findWindowsObject(""NomeProdottoAssistenza""))",,,,2021-02-01 13:23:15,2021-02-01 13:23:16,"1,090s",PASSED
"setText(findWindowsObject(""Object Repository/NomeProdottoAssistenzaText""), ""P"")",,,,2021-02-01 13:23:16,2021-02-01 13:23:18,"2,483s",PASSED
"click(findWindowsObject(""Object Repository/AvantiAssistenza""))",,,,2021-02-01 13:23:18,2021-02-01 13:23:19,"1,068s",PASSED
"switchToWindowTitle(""Errore"")",,,,2021-02-01 13:23:19,2021-02-01 13:23:57,"37,897s",PASSED
"text = getText(findWindowsObject(""Object Repository/MessaggioErrore""))",,,,2021-02-01 13:23:57,2021-02-01 13:23:58,"0,534s",PASSED
"assert text == ""Inserire un nome prodotto valido""",,,,2021-02-01 13:23:58,2021-02-01 13:23:58,"0,001s",PASSED
closeApplication(),,,,2021-02-01 13:23:58,2021-02-01 13:23:58,"0,132s",PASSED
,,,,,,,
Test Cases/TC_A_1_6,,,,2021-02-01 13:23:58,2021-02-01 13:25:11,"1m - 13,404s",PASSED
"callTestCase(findTestCase(""BeforeAssistenza""), [:], STOP_ON_FAILURE)",,,,2021-02-01 13:23:58,2021-02-01 13:24:08,"9,502s",PASSED
"click(findWindowsObject(""Object Repository/NomeCognomeAssistenza""))",,,,2021-02-01 13:24:08,2021-02-01 13:24:09,"1,501s",PASSED
"setText(findWindowsObject(""Object Repository/NomeCognomeAssistenzaText""), ""Franco Cirillo"")",,,,2021-02-01 13:24:09,2021-02-01 13:24:13,"3,182s",PASSED
"click(findWindowsObject(""Object Repository/IndirizzoAssistenza""))",,,,2021-02-01 13:24:13,2021-02-01 13:24:14,"1,113s",PASSED
"setText(findWindowsObject(""Object Repository/IndirizzoAssistenzaText""), ""Via Roma"")",,,,2021-02-01 13:24:14,2021-02-01 13:24:17,"2,917s",PASSED
"click(findWindowsObject(""TelefonoClienteAssistenza""))",,,,2021-02-01 13:24:17,2021-02-01 13:24:18,"1,077s",PASSED
"setText(findWindowsObject(""Object Repository/TelefonoClienteAssistenzaText""), ""0123456789"")",,,,2021-02-01 13:24:18,2021-02-01 13:24:21,"3,100s",PASSED
"click(findWindowsObject(""NomeProdottoAssistenza""))",,,,2021-02-01 13:24:21,2021-02-01 13:24:22,"1,140s",PASSED
"setText(findWindowsObject(""Object Repository/NomeProdottoAssistenzaText""), ""Notebook Asus"")",,,,2021-02-01 13:24:22,2021-02-01 13:24:25,"3,133s",PASSED
"click(findWindowsObject(""TipoProdottoAssistenza""))",,,,2021-02-01 13:24:25,2021-02-01 13:24:26,"1,125s",PASSED
"setText(findWindowsObject(""Object Repository/TipoProdottoAssistenzaText""), ""N"")",,,,2021-02-01 13:24:26,2021-02-01 13:24:29,"2,545s",PASSED
"click(findWindowsObject(""Object Repository/AvantiAssistenza""))",,,,2021-02-01 13:24:29,2021-02-01 13:24:30,"1,119s",PASSED
"switchToWindowTitle(""Errore"")",,,,2021-02-01 13:24:30,2021-02-01 13:25:11,"40,797s",PASSED
"text = getText(findWindowsObject(""Object Repository/MessaggioErrore""))",,,,2021-02-01 13:25:11,2021-02-01 13:25:11,"0,516s",PASSED
"assert text == ""Inserire un tipo di prodotto valido""",,,,2021-02-01 13:25:11,2021-02-01 13:25:11,"0,000s",PASSED
closeApplication(),,,,2021-02-01 13:25:11,2021-02-01 13:25:11,"0,132s",PASSED
,,,,,,,
Test Cases/TC_A_1_7,,,,2021-02-01 13:25:11,2021-02-01 13:26:27,"1m - 15,364s",PASSED
"callTestCase(findTestCase(""BeforeAssistenza""), [:], STOP_ON_FAILURE)",,,,2021-02-01 13:25:12,2021-02-01 13:25:21,"9,571s",PASSED
"click(findWindowsObject(""Object Repository/NomeCognomeAssistenza""))",,,,2021-02-01 13:25:21,2021-02-01 13:25:23,"1,471s",PASSED
"setText(findWindowsObject(""Object Repository/NomeCognomeAssistenzaText""), ""Franco Cirillo"")",,,,2021-02-01 13:25:23,2021-02-01 13:25:26,"3,216s",PASSED
"click(findWindowsObject(""Object Repository/IndirizzoAssistenza""))",,,,2021-02-01 13:25:26,2021-02-01 13:25:27,"1,094s",PASSED
"setText(findWindowsObject(""Object Repository/IndirizzoAssistenzaText""), ""Via Roma"")",,,,2021-02-01 13:25:27,2021-02-01 13:25:30,"2,883s",PASSED
"click(findWindowsObject(""TelefonoClienteAssistenza""))",,,,2021-02-01 13:25:30,2021-02-01 13:25:31,"1,071s",PASSED
"setText(findWindowsObject(""Object Repository/TelefonoClienteAssistenzaText""), ""0123456789"")",,,,2021-02-01 13:25:31,2021-02-01 13:25:34,"3,056s",PASSED
"click(findWindowsObject(""NomeProdottoAssistenza""))",,,,2021-02-01 13:25:34,2021-02-01 13:25:35,"1,111s",PASSED
"setText(findWindowsObject(""Object Repository/NomeProdottoAssistenzaText""), ""Notebook Asus"")",,,,2021-02-01 13:25:35,2021-02-01 13:25:38,"3,255s",PASSED
"click(findWindowsObject(""TipoProdottoAssistenza""))",,,,2021-02-01 13:25:38,2021-02-01 13:25:40,"1,138s",PASSED
"setText(findWindowsObject(""Object Repository/TipoProdottoAssistenzaText""), ""Computer"")",,,,2021-02-01 13:25:40,2021-02-01 13:25:43,"2,889s",PASSED
"click(findWindowsObject(""CodProdottoAssistenza""))",,,,2021-02-01 13:25:43,2021-02-01 13:25:44,"1,092s",PASSED
"setText(findWindowsObject(""CodProdottoAssistenzaText""), ""123456"")",,,,2021-02-01 13:25:44,2021-02-01 13:25:46,"2,776s",PASSED
"click(findWindowsObject(""Object Repository/AvantiAssistenza""))",,,,2021-02-01 13:25:46,2021-02-01 13:25:47,"1,107s",PASSED
"switchToWindowTitle(""Errore"")",,,,2021-02-01 13:25:47,2021-02-01 13:26:26,"38,482s",PASSED
"text = getText(findWindowsObject(""Object Repository/MessaggioErrore""))",,,,2021-02-01 13:26:26,2021-02-01 13:26:26,"0,518s",PASSED
"assert text == ""Inserire un codice prodotto valido (13 cifre)""",,,,2021-02-01 13:26:26,2021-02-01 13:26:26,"0,000s",PASSED
closeApplication(),,,,2021-02-01 13:26:26,2021-02-01 13:26:27,"0,140s",PASSED
,,,,,,,
Test Cases/TC_A_1_9,,,,2021-02-01 13:26:27,2021-02-01 13:27:47,"1m - 20,005s",PASSED
"callTestCase(findTestCase(""BeforeAssistenza""), [:], STOP_ON_FAILURE)",,,,2021-02-01 13:26:27,2021-02-01 13:26:37,"9,773s",PASSED
"click(findWindowsObject(""Object Repository/NomeCognomeAssistenza""))",,,,2021-02-01 13:26:37,2021-02-01 13:26:39,"1,625s",PASSED
"setText(findWindowsObject(""Object Repository/NomeCognomeAssistenzaText""), ""Franco Cirillo"")",,,,2021-02-01 13:26:39,2021-02-01 13:26:42,"3,308s",PASSED
"click(findWindowsObject(""Object Repository/IndirizzoAssistenza""))",,,,2021-02-01 13:26:42,2021-02-01 13:26:43,"1,124s",PASSED
"setText(findWindowsObject(""Object Repository/IndirizzoAssistenzaText""), ""Via Roma"")",,,,2021-02-01 13:26:43,2021-02-01 13:26:46,"3,037s",PASSED
"click(findWindowsObject(""TelefonoClienteAssistenza""))",,,,2021-02-01 13:26:46,2021-02-01 13:26:47,"1,091s",PASSED
"setText(findWindowsObject(""Object Repository/TelefonoClienteAssistenzaText""), ""0123456789"")",,,,2021-02-01 13:26:47,2021-02-01 13:26:50,"3,012s",PASSED
"click(findWindowsObject(""NomeProdottoAssistenza""))",,,,2021-02-01 13:26:50,2021-02-01 13:26:51,"1,111s",PASSED
"setText(findWindowsObject(""Object Repository/NomeProdottoAssistenzaText""), ""Notebook Asus"")",,,,2021-02-01 13:26:51,2021-02-01 13:26:54,"3,210s",PASSED
"click(findWindowsObject(""TipoProdottoAssistenza""))",,,,2021-02-01 13:26:54,2021-02-01 13:26:56,"1,100s",PASSED
"setText(findWindowsObject(""Object Repository/TipoProdottoAssistenzaText""), ""Computer"")",,,,2021-02-01 13:26:56,2021-02-01 13:26:58,"2,949s",PASSED
"click(findWindowsObject(""CodProdottoAssistenza""))",,,,2021-02-01 13:26:58,2021-02-01 13:27:00,"1,059s",PASSED
"setText(findWindowsObject(""CodProdottoAssistenzaText""), ""0123456789000"")",,,,2021-02-01 13:27:00,2021-02-01 13:27:03,"3,249s",PASSED
"click(findWindowsObject(""Object Repository/AvantiAssistenza""))",,,,2021-02-01 13:27:03,2021-02-01 13:27:04,"1,153s",PASSED
"switchToWindowTitle(""Errore"")",,,,2021-02-01 13:27:04,2021-02-01 13:27:46,"42,050s",PASSED
"text = getText(findWindowsObject(""Object Repository/MessaggioErrore""))",,,,2021-02-01 13:27:46,2021-02-01 13:27:47,"0,558s",PASSED
"assert text == ""Prodotto non trovato""",,,,2021-02-01 13:27:47,2021-02-01 13:27:47,"0,000s",PASSED
closeApplication(),,,,2021-02-01 13:27:47,2021-02-01 13:27:47,"0,133s",PASSED
,,,,,,,
Test Cases/TC_A_1_8,,,,2021-02-01 13:27:47,2021-02-01 13:29:08,"1m - 21,009s",PASSED
"callTestCase(findTestCase(""BeforeAssistenza""), [:], STOP_ON_FAILURE)",,,,2021-02-01 13:27:47,2021-02-01 13:27:57,"10,019s",PASSED
"click(findWindowsObject(""Object Repository/NomeCognomeAssistenza""))",,,,2021-02-01 13:27:57,2021-02-01 13:27:59,"1,503s",PASSED
"setText(findWindowsObject(""Object Repository/NomeCognomeAssistenzaText""), ""Franco Cirillo"")",,,,2021-02-01 13:27:59,2021-02-01 13:28:02,"3,292s",PASSED
"click(findWindowsObject(""Object Repository/IndirizzoAssistenza""))",,,,2021-02-01 13:28:02,2021-02-01 13:28:03,"1,108s",PASSED
"setText(findWindowsObject(""Object Repository/IndirizzoAssistenzaText""), ""Via Roma"")",,,,2021-02-01 13:28:03,2021-02-01 13:28:06,"2,818s",PASSED
"click(findWindowsObject(""TelefonoClienteAssistenza""))",,,,2021-02-01 13:28:06,2021-02-01 13:28:07,"1,100s",PASSED
"setText(findWindowsObject(""Object Repository/TelefonoClienteAssistenzaText""), ""0123456789"")",,,,2021-02-01 13:28:07,2021-02-01 13:28:10,"3,052s",PASSED
"click(findWindowsObject(""NomeProdottoAssistenza""))",,,,2021-02-01 13:28:10,2021-02-01 13:28:11,"1,075s",PASSED
"setText(findWindowsObject(""Object Repository/NomeProdottoAssistenzaText""), ""Notebook Asus"")",,,,2021-02-01 13:28:11,2021-02-01 13:28:14,"3,153s",PASSED
"click(findWindowsObject(""TipoProdottoAssistenza""))",,,,2021-02-01 13:28:14,2021-02-01 13:28:15,"1,149s",PASSED
"setText(findWindowsObject(""Object Repository/TipoProdottoAssistenzaText""), ""Computer"")",,,,2021-02-01 13:28:15,2021-02-01 13:28:18,"2,816s",PASSED
"click(findWindowsObject(""CodProdottoAssistenza""))",,,,2021-02-01 13:28:18,2021-02-01 13:28:19,"1,109s",PASSED
"setText(findWindowsObject(""CodProdottoAssistenzaText""), ""0123456789aaa"")",,,,2021-02-01 13:28:19,2021-02-01 13:28:23,"3,198s",PASSED
"click(findWindowsObject(""Object Repository/AvantiAssistenza""))",,,,2021-02-01 13:28:23,2021-02-01 13:28:24,"1,092s",PASSED
"switchToWindowTitle(""Errore"")",,,,2021-02-01 13:28:24,2021-02-01 13:29:07,"43,360s",PASSED
"text = getText(findWindowsObject(""Object Repository/MessaggioErrore""))",,,,2021-02-01 13:29:07,2021-02-01 13:29:08,"0,525s",PASSED
"assert text == ""Inserire un codice prodotto valido (13 cifre)""",,,,2021-02-01 13:29:08,2021-02-01 13:29:08,"0,001s",PASSED
closeApplication(),,,,2021-02-01 13:29:08,2021-02-01 13:29:08,"0,147s",PASSED
